"project_name","was_td_removed","epoch_interval","comment_classification"
"Camel",1,2873227,"DESIGN"
"Camel",1,1569040,"DESIGN"
"Camel",0,207831475.551677,"DESIGN"
"Camel",1,2554,"DESIGN"
"Camel",1,117379,"DESIGN"
"Camel",0,40963278.551677,"DESIGN"
"Camel",1,1569040,"DESIGN"
"Camel",1,45694152,"DESIGN"
"Camel",1,19131,"DESIGN"
"Camel",1,14303437,"DESIGN"
"Camel",1,43089285,"DESIGN"
"Camel",0,189304877.551677,"DESIGN"
"Camel",1,22881026,"DESIGN"
"Camel",1,872516,"DESIGN"
"Camel",1,3910266,"DESIGN"
"Camel",1,778,"DESIGN"
"Camel",1,3910266,"DESIGN"
"Camel",1,3911,"DESIGN"
"Camel",1,64683,"DESIGN"
"Camel",1,626042,"DESIGN"
"Camel",0,54434806.551677,"DESIGN"
"Camel",0,28167917.551677,"DESIGN"
"Camel",1,22171,"DESIGN"
"Camel",0,197781309.551677,"DESIGN"
"Camel",1,14197,"DESIGN"
"Camel",1,205663,"DESIGN"
"Camel",1,74079924,"DESIGN"
"Camel",1,61194987,"DESIGN"
"Camel",1,23312265,"DESIGN"
"Camel",1,10793,"DESIGN"
"Camel",1,73246899,"DESIGN"
"Camel",1,18762895,"DESIGN"
"Camel",1,22881026,"DESIGN"
"Camel",1,65750,"DESIGN"
"Camel",0,46283373.551677,"DESIGN"
"Camel",1,85442,"DESIGN"
